slug,date,open,high,low,close,currency
CHF/INR,2021-08-19,80.86174,81.255112,80.696091,80.86438,INR
USD/NGN,2021-08-19,411.399994,411.399994,410.859985,411.399994,NGN
EUR/CHF,2021-08-19,1.07386,1.0746,1.0695,1.0736,CHF
EUR/IDR,2021-08-19,16770.900391,16770.900391,16610.916016,16603.574219,IDR
USD/MYR,2021-08-19,4.238,4.24,4.2355,4.2355,MYR
EUR/HUF,2021-08-19,350.028015,351.59201,350.028015,350.041992,HUF
USD/CZK,2021-08-19,21.624001,21.8699,21.621401,21.7202,CZK
GBP/BZD,2021-08-19,2.700156,2.700156,2.700156,2.713821,BZD
USD/RUB,2021-08-19,73.846497,74.291,73.837997,73.843498,RUB
AUD/PKR,2021-08-19,120.922478,120.922478,120.685188,119.809341,PKR
EUR/MMK,2021-08-19,1902.676147,1902.676147,1902.676147,1905.852905,MMK
EUR/MAD,2021-08-19,10.1901,10.1901,10.1901,10.1975,MAD
EUR/RUB,2021-08-19,86.459,86.875702,86.259903,86.451797,RUB
GBP/CNY,2021-08-19,8.907945,8.907945,8.817013,8.900202,CNY
USD/HNL,2021-08-19,23.322121,23.322121,23.322121,23.31983,HNL
EUR/PGK,2021-08-19,4.0265,4.0265,4.0265,4.0851,PGK
EUR/LBP,2021-08-19,1728.0,1728.0,1728.0,1731.099976,LBP
GBP/BIF,2021-08-19,2682.283691,2682.283691,2682.283691,2695.853271,BIF
EUR/KZT,2021-08-19,496.290009,496.290009,496.290009,495.649994,KZT
USD/GHS,2021-08-19,6.026562,6.026562,6.026562,6.018638,GHS
EUR/TND,2021-08-19,3.2541,3.2541,3.2541,3.2565,TND
USD/JMD,2021-08-19,152.688065,152.688065,152.688065,152.710648,JMD
GBP/JPY,2021-08-19,150.962997,151.201996,149.636993,150.947006,JPY
GBP/THB,2021-08-19,45.73531,45.848209,45.48362,45.736973,THB
GBP/BHD,2021-08-19,0.51457,0.51457,0.51122,0.515,BHD
CHF/ILS,2021-08-19,3.522079,3.543972,3.510623,3.522156,ILS
EUR/SGD,2021-08-19,1.59341,1.59519,1.5909,1.59314,SGD
USD/NOK,2021-08-19,8.9099,9.03638,8.90826,8.91012,NOK
USD/RSD,2021-08-19,99.495171,99.495171,99.495171,99.364349,RSD
AUD/CAD,2021-08-19,0.91554,0.917248,0.9118,0.9152,CAD
USD/GBP,2021-08-19,0.72757,0.73238,0.72729,0.7276,GBP
EUR/SAR,2021-08-19,4.3839,4.3877,4.3714,4.3878,SAR
CHF/SZL,2021-08-19,16.360001,16.360001,16.360001,16.128271,SZL
EUR/AED,2021-08-19,4.296,4.2964,4.283,4.2966,AED
JPY/ARS,2021-08-19,0.885471,0.888247,0.882401,0.885492,ARS
EUR/IQD,2021-08-19,1676.02002,1676.02002,1676.02002,1678.829956,IQD
EUR/ARS,2021-08-19,113.819901,113.840401,113.474602,113.839302,ARS
USD/MZN,2021-08-19,63.049999,63.049999,63.049999,63.049999,MZN
GBP/INR,2021-08-19,102.162132,102.168137,101.564194,102.162132,INR
EUR/PHP,2021-08-19,58.835999,58.946999,58.756001,58.881001,PHP
CHF/CZK,2021-08-19,23.564301,23.851999,23.555201,23.5665,CZK
AUD/ILS,2021-08-19,2.336928,2.337655,2.314607,2.33696,ILS
EUR/UAH,2021-08-19,30.866699,30.866699,30.866699,30.8974,UAH
GBP/RUB,2021-08-19,101.492416,101.641098,101.314751,101.505188,RUB
USD/KWD,2021-08-19,0.3004,0.30065,0.3004,0.3004,KWD
JPY/KRW,2021-08-19,10.648509,10.746389,10.636509,10.648265,KRW
INR/KRW,2021-08-19,15.75009,15.835787,15.74702,15.749013,KRW
USD/MGA,2021-08-19,3865.914795,3865.914795,3865.914795,3866.279053,MGA
EUR/NIO,2021-08-19,40.560001,40.560001,40.560001,40.627998,NIO
GBP/TTD,2021-08-19,9.122499,9.122499,9.122499,9.16879,TTD
INR/AUD,2021-08-19,0.018621,0.018802,0.018611,0.018619,AUD
GBP/PYG,2021-08-19,9333.052734,9333.052734,9333.052734,9359.326172,PYG
USD/BYN,2021-08-19,2.510804,2.510804,2.510804,2.508058,BYN
EUR/THB,2021-08-19,38.949001,39.013,38.896,38.926998,THB
GBP/IQD,2021-08-19,1961.599487,1961.599487,1961.599487,1971.556885,IQD
GBP/XPF,2021-08-19,139.759186,139.759186,139.759186,139.759186,XPF
INR/TWD,2021-08-19,0.364666,0.364666,0.364666,0.363675,TWD
AUD/CHF,2021-08-19,0.663553,0.664056,0.6542,0.663489,CHF
GBP/BSD,2021-08-19,1.360346,1.360346,1.360346,1.367186,BSD
JPY/ILS,2021-08-19,0.02942,0.02964,0.029306,0.029422,ILS
CHF/BWP,2021-08-19,12.166136,12.166136,12.166136,12.084271,BWP
GBP/OMR,2021-08-19,0.527287,0.527287,0.523909,0.527418,OMR
USD/CAD,2021-08-19,1.2661,1.28164,1.2658,1.26631,CAD
GBP/EUR,2021-08-19,1.17423,1.17556,1.1683,1.17425,EUR
GBP/DKK,2021-08-19,8.7308,8.7424,8.6884,8.7327,DKK
EUR/GBP,2021-08-19,0.8513,0.85583,0.85054,0.85148,GBP
USD/KRW,2021-08-19,1169.75,1177.219971,1169.640015,1169.680054,KRW
USD/DJF,2021-08-19,174.120819,174.120819,174.120819,177.720001,DJF
INR/PKR,2021-08-19,2.202503,2.202503,2.199898,2.177957,PKR
CHF/HUF,2021-08-19,326.067993,328.458496,325.869995,325.971832,HUF
JPY/HKD,2021-08-19,0.070893,0.071166,0.07069,0.070898,HKD
AUD/GBP,2021-08-19,0.52612,0.5262,0.52268,0.52609,GBP
GBP/LKR,2021-08-19,268.928345,268.928345,268.928345,270.288422,LKR
CHF/NZD,2021-08-19,1.58538,1.60257,1.58406,1.58517,NZD
EUR/ILS,2021-08-19,3.7823,3.801,3.7688,3.7823,ILS
AUD/CZK,2021-08-19,15.637,15.722,15.584,15.7147,CZK
EUR/PKR,2021-08-19,190.5168,190.5168,190.5168,190.833893,PKR
USD/ETB,2021-08-19,45.233543,45.233543,45.233543,45.220684,ETB
GBP/HNL,2021-08-19,32.635605,32.647003,32.42601,32.635605,HNL
GBP/NOK,2021-08-19,12.2439,12.3429,12.235483,12.24499,NOK
AUD/DKK,2021-08-19,4.5948,4.5986,4.5455,4.5935,DKK
GBP/VND,2021-08-19,30756.716797,30756.716797,30756.716797,30902.205078,VND
EUR/MYR,2021-08-19,4.8761,4.8761,4.8761,4.8837,MYR
USD/CNY,2021-08-19,6.4832,6.4974,6.4828,6.4832,CNY
JPY/CNY,2021-08-19,0.058902,0.059246,0.058743,0.058954,CNY
GBP/FJD,2021-08-19,2.86821,2.878529,2.865723,2.884962,FJD
USD/COP,2021-08-19,3849.75,3880.050049,3807.455811,3849.75,COP
INR/CNY,2021-08-19,0.087191,0.087279,0.086598,0.087186,CNY
USD/BRL,2021-08-19,5.3787,5.4496,5.376155,5.3786,BRL
CHF/AUD,2021-08-19,1.50684,1.527627,1.504212,1.507,AUD
USD/ISK,2021-08-19,126.5,127.620003,126.5,126.510002,ISK
CHF/AED,2021-08-19,3.992086,4.004689,3.992086,4.005454,AED
EUR/INR,2021-08-19,86.834999,86.987999,86.661003,86.834999,INR
USD/HUF,2021-08-19,299.200012,300.942993,299.105011,299.11499,HUF
USD/XOF,2021-08-19,560.788391,560.788391,560.788391,560.051086,XOF
GBP/AED,2021-08-19,5.038121,5.038121,5.024413,5.050509,AED
GBP/SGD,2021-08-19,1.87106,1.87244,1.8625,1.87084,SGD
CHF/SGD,2021-08-19,1.483746,1.490869,1.481333,1.48349,SGD
EUR/BWP,2021-08-19,13.0525,13.0525,13.0525,12.9631,BWP
GBP/PHP,2021-08-19,69.089989,69.192627,68.764282,69.133499,PHP
GBP/LBP,2021-08-19,2022.436401,2022.436401,2022.436401,2032.928955,LBP
CHF/JPY,2021-08-19,119.711998,119.844002,119.439217,119.700996,JPY
EUR/HKD,2021-08-19,9.11419,9.11661,9.0881,9.11377,HKD
GBP/RON,2021-08-19,5.779341,5.784262,5.758557,5.780988,USD
GBP/IDR,2021-08-19,19867.359375,19873.232422,19729.638672,19864.765625,IDR
CHF/TRY,2021-08-19,9.21209,9.338109,9.191454,9.21204,TRY
AUD/THB,2021-08-19,24.053585,24.098242,23.827202,24.05106,THB
USD/CRC,2021-08-19,608.016541,608.016541,608.016541,608.233093,CRC
EUR/MOP,2021-08-19,9.1834,9.1834,9.1834,9.1958,MOP
GBP/ZAR,2021-08-19,20.48304,20.797331,20.46298,20.530479,ZAR
EUR/BSD,2021-08-19,1.1623,1.1623,1.1623,1.1642,BSD
AUD/JPY,2021-08-19,79.432999,79.536003,78.248001,79.424004,JPY
AUD/MYR,2021-08-19,3.064286,3.064286,3.034247,3.072559,MYR
JPY/PLN,2021-08-19,0.035434,0.035877,0.035406,0.035433,PLN
GBP/DJF,2021-08-19,238.375015,238.375015,238.375015,239.580521,DJF
GBP/KRW,2021-08-19,1607.619263,1615.05481,1603.811646,1607.476074,KRW
GBP/HUF,2021-08-19,411.040009,412.410004,409.700012,411.059998,HUF
INR/EUR,2021-08-19,0.011495,0.011518,0.011475,0.011495,EUR
GBP/BMD,2021-08-19,1.377721,1.378203,1.368709,1.377721,BMD
EUR/PEN,2021-08-19,4.7113,4.7113,4.7113,4.7098,PEN
USD/KZT,2021-08-19,424.286469,424.286469,424.286469,423.182159,KZT
GBP/CAD,2021-08-19,1.73999,1.7509,1.7398,1.74016,CAD
AUD/HKD,2021-08-19,5.63154,5.632981,5.567681,5.631137,HKD
JPY/USD,2021-08-19,0.009103,0.009133,0.009074,0.009104,USD
GBP/TWD,2021-08-19,38.266827,38.360687,38.21954,38.268436,TWD
EUR/CZK,2021-08-19,25.4231,25.540001,25.3069,25.4244,CZK
GBP/JMD,2021-08-19,209.031906,209.031906,209.031906,210.043152,JMD
GBP/DZD,2021-08-19,185.521118,185.521118,183.236389,185.654572,DZD
USD/CHF,2021-08-19,0.9174,0.92049,0.9145,0.91756,CHF
INR/GBP,2021-08-19,0.009798,0.009844,0.009784,0.009794,GBP
USD/BGN,2021-08-19,1.6613,1.669337,1.65931,1.65995,BGN
AUD/ZAR,2021-08-19,10.7777,10.889697,10.7587,10.802164,ZAR
AUD/TWD,2021-08-19,19.427399,19.427399,19.427399,19.567093,TWD
GBP/ARS,2021-08-19,133.688339,133.728302,132.826401,133.683548,ARS
GBP/KZT,2021-08-19,580.853577,580.853577,580.853577,582.069946,KZT
USD/IDR,2021-08-19,14402.400391,14479.299805,14394.0,14454.200195,IDR
EUR/KES,2021-08-19,126.597397,126.597397,126.597397,126.691704,KES
USD/MDL,2021-08-19,17.387461,17.387461,17.387461,17.323406,MDL
JPY/PKR,2021-08-19,1.486786,1.486786,1.48537,1.484703,PKR
USD/ZAR,2021-08-19,14.90445,15.2178,14.8885,14.93385,ZAR
USD/TND,2021-08-19,2.785,2.785,2.774,2.774,TND
EUR/ETB,2021-08-19,52.909901,52.909901,52.909901,52.9645,ETB
USD/GTQ,2021-08-19,7.571396,7.571396,7.571396,7.574163,GTQ
GBP/MOP,2021-08-19,10.748299,10.748299,10.748299,10.799213,MOP
JPY/GBP,2021-08-19,0.006604,0.006662,0.006593,0.006604,GBP
EUR/CLP,2021-08-19,907.067383,907.067383,907.067383,911.070679,CLP
EUR/BND,2021-08-19,1.5689,1.5689,1.5689,1.5684,BND
GBP/JOD,2021-08-19,0.965503,0.966683,0.965503,0.971695,JOD
CHF/BRL,2021-08-19,5.858027,5.945734,5.840798,5.862013,BRL
USD/NIO,2021-08-19,34.675411,34.675411,34.675411,34.687874,NIO
USD/UYU,2021-08-19,42.691959,42.691959,42.691959,42.773529,UYU
CHF/SEK,2021-08-19,9.5166,9.5959,9.5048,9.5184,SEK
CHF/NOK,2021-08-19,9.7136,9.84311,9.69803,9.71002,NOK
USD/SEK,2021-08-19,8.73595,8.80877,8.72639,8.73598,SEK
INR/CHF,2021-08-19,0.012355,0.012379,0.012292,0.012352,CHF
USD/AED,2021-08-19,3.6722,3.67262,3.67206,3.6722,AED
EUR/SVC,2021-08-19,9.991,9.991,9.991,10.009,SVC
GBP/ALL,2021-08-19,139.406143,139.406143,139.406143,139.793777,ALL
GBP/CRC,2021-08-19,852.33429,852.632019,846.484619,852.33429,CRC
USD/SDG,2021-08-19,442.0,442.0,442.0,442.0,SDG
CHF/IDR,2021-08-19,15667.299805,15667.299805,15667.299805,15676.509766,IDR
EUR/MGA,2021-08-19,4521.97998,4521.97998,4521.97998,4528.359863,USD
USD/HKD,2021-08-19,7.7878,7.7927,7.7877,7.7879,HKD
JPY/AUD,2021-08-19,0.012589,0.012768,0.01255,0.01257,AUD
AUD/ARS,2021-08-19,70.337822,70.341698,69.499023,70.333038,ARS
USD/EGP,2021-08-19,15.673,15.713388,15.63,15.6731,EGP
GBP/MYR,2021-08-19,5.824989,5.824989,5.801826,5.828001,MYR
USD/BDT,2021-08-19,83.557053,83.557053,83.557053,83.424561,BDT
USD/MWK,2021-08-19,809.002258,809.002258,809.002258,809.087769,MWK
JPY/TWD,2021-08-19,0.247368,0.247368,0.247368,0.245953,TWD
CHF/CNY,2021-08-19,7.051396,7.084692,7.02111,7.057602,CNY
GBP/TZS,2021-08-19,2864.289551,2864.289551,2852.481201,2870.579834,TZS
GBP/COP,2021-08-19,5212.455078,5212.455078,5212.455078,5278.028809,COP
USD/PEN,2021-08-19,4.027768,4.027768,4.027768,4.021191,PEN
GBP/KES,2021-08-19,148.169373,148.169373,148.169373,148.78038,KES
USD/AUD,2021-08-19,1.38282,1.399482,1.38217,1.382935,AUD
JPY/IDR,2021-08-19,130.537003,130.537003,130.537003,130.886093,IDR
CHF/THB,2021-08-19,36.248928,36.470802,36.236137,36.251122,THB
CHF/EUR,2021-08-19,0.93109,0.934728,0.930319,0.931185,EUR
USD/UAH,2021-08-19,26.388449,26.388449,26.388449,26.379513,UAH
JPY/INR,2021-08-19,0.675467,0.67934,0.673708,0.675483,INR
JPY/RUB,2021-08-19,0.672279,0.677594,0.67058,0.67227,RUB
EUR/GHS,2021-08-19,7.0493,7.0493,7.0493,7.0493,USD
EUR/KRW,2021-08-19,1368.560059,1375.27002,1367.719971,1368.630005,KRW
GBP/XAF,2021-08-19,767.735413,767.735413,767.735413,770.318481,XAF
AUD/MXN,2021-08-19,14.49048,14.4923,14.409228,14.489929,MXN
CHF/MXN,2021-08-19,21.837299,22.048563,21.800457,21.837099,MXN
GBP/EGP,2021-08-19,21.552715,21.558617,21.398792,21.55221,EGP
AUD/CNY,2021-08-19,4.677303,4.679143,4.613448,4.682864,CNY
USD/TRY,2021-08-19,8.45357,8.5466,8.4403,8.45352,TRY
USD/DKK,2021-08-19,6.354,6.3731,6.354,6.3542,DKK
EUR/MWK,2021-08-19,946.294006,946.294006,946.294006,947.640015,MWK
GBP/UAH,2021-08-19,36.126331,36.126331,36.126331,36.284145,UAH
GBP/CUP,2021-08-19,32.809933,32.809933,32.809933,32.975662,CUP
JPY/EUR,2021-08-19,0.007775,0.007814,0.007766,0.007779,EUR
USD/BWP,2021-08-19,11.158796,11.158796,11.158796,11.06789,BWP
INR/HKD,2021-08-19,0.104863,0.104893,0.104642,0.104858,HKD
GBP/ZMW,2021-08-19,24.199038,24.199038,24.199038,26.040421,USD
CHF/PLN,2021-08-19,4.24148,4.28838,4.24107,4.2415,PLN
GBP/PGK,2021-08-19,4.712636,4.712636,4.712636,4.797308,PGK
AUD/KRW,2021-08-19,845.824219,847.726135,840.126282,845.766357,KRW
GBP/SAR,2021-08-19,5.14793,5.148426,5.114952,5.150078,SAR
EUR/AUD,2021-08-19,1.61837,1.63544,1.61696,1.61841,AUD
USD/PLN,2021-08-19,3.8904,3.92897,3.8902,3.8901,PLN
INR/MYR,2021-08-19,0.057062,0.057062,0.056958,0.057043,MYR
USD/SZL,2021-08-19,15.005835,15.005835,15.005835,14.771632,SZL
AUD/USD,2021-08-19,0.72316,0.7235,0.71455,0.7231,USD
GBP/CLP,2021-08-19,1082.565552,1087.879395,1075.298828,1082.565552,CLP
GBP/BWP,2021-08-19,15.276624,15.276624,15.276624,15.223215,BWP
GBP/ILS,2021-08-19,4.44218,4.447596,4.4253,4.441691,ILS
AUD/HUF,2021-08-19,216.279999,216.520004,214.550003,216.270004,HUF
GBP/BDT,2021-08-19,114.390663,114.390663,114.390663,114.744843,BDT
GBP/AUD,2021-08-19,1.90037,1.91294,1.90015,1.90054,AUD
USD/SOS,2021-08-19,571.0,571.0,571.0,571.0,SOS
GBP/BRL,2021-08-19,7.385524,7.451565,7.342144,7.39423,BRL
EUR/COP,2021-08-19,4453.600098,4453.600098,4453.600098,4494.399902,COP
USD/BND,2021-08-19,1.341278,1.341278,1.341278,1.339197,BND
GBP/SZL,2021-08-19,20.543299,20.543299,20.543299,20.317661,SZL
INR/ZAR,2021-08-19,0.200688,0.204383,0.20043,0.201149,ZAR
EUR/BMD,2021-08-19,1.1663,1.1663,1.1663,1.1683,BMD
USD/INR,2021-08-19,74.269798,74.463402,74.269798,74.269798,INR
USD/SGD,2021-08-19,1.3615,1.36515,1.3605,1.36137,SGD
GBP/XOF,2021-08-19,767.730957,767.730957,767.730957,770.327515,XOF
USD/IQD,2021-08-19,1432.857056,1432.857056,1432.857056,1433.408936,IQD
AUD/SEK,2021-08-19,6.3171,6.320464,6.264672,6.3166,SEK
GBP/ISK,2021-08-19,173.858063,174.610229,173.121475,173.884949,ISK
EUR/BOB,2021-08-19,7.8799,7.8799,7.8799,7.8757,BOB
GBP/BND,2021-08-19,1.836249,1.836249,1.836249,1.841839,BND
EUR/CNY,2021-08-19,7.5853,7.5861,7.5333,7.5787,CNY
JPY/NOK,2021-08-19,0.080955,0.082349,0.080767,0.080947,NOK
USD/MKD,2021-08-19,51.820759,51.820759,51.820759,52.233803,MKD
GBP/BBD,2021-08-19,2.704658,2.704658,2.704658,2.718401,BBD
CHF/ZAR,2021-08-19,16.242357,16.609699,16.21348,16.280172,ZAR
EUR/CAD,2021-08-19,1.48181,1.49792,1.4806,1.48194,CAD
INR/NZD,2021-08-19,0.019581,0.019722,0.01958,0.019573,NZD
EUR/NOK,2021-08-19,10.4294,10.55921,10.39083,10.42716,NOK
USD/THB,2021-08-19,33.279999,33.445,33.279999,33.305,THB
CHF/GBP,2021-08-19,0.79286,0.79872,0.79191,0.79289,GBP
USD/EUR,2021-08-19,0.85442,0.85699,0.8542,0.85446,EUR
EUR/CRC,2021-08-19,711.200012,711.200012,711.200012,712.390015,CRC
JPY/BRL,2021-08-19,0.048961,0.049744,0.048799,0.048968,BRL
USD/VND,2021-08-19,22807.0,22830.0,22800.0,22807.0,VND
EUR/OMR,2021-08-19,0.44903,0.4491,0.44733,0.44911,OMR
AUD/SGD,2021-08-19,0.9845,0.98459,0.9746,0.9843,SGD
CHF/MYR,2021-08-19,4.618218,4.624909,4.6055,4.638645,MYR
EUR/PLN,2021-08-19,4.55506,4.59088,4.5522,4.5549,PLN
INR/JPY,2021-08-19,1.47881,1.482792,1.470581,1.478879,JPY
AUD/NOK,2021-08-19,6.444306,6.466151,6.415292,6.442643,NOK
EUR/TWD,2021-08-19,31.723,31.723,31.723,31.6259,TWD
USD/ARS,2021-08-19,97.272301,97.309044,97.150597,97.267502,ARS
USD/MMK,2021-08-19,1626.629028,1626.629028,1626.629028,1627.334595,MMK
EUR/DKK,2021-08-19,7.43633,7.43704,7.43591,7.4363,DKK
GBP/CHF,2021-08-19,1.26097,1.26251,1.25179,1.26098,CHF
EUR/JOD,2021-08-19,0.8222,0.8223,0.82,0.8229,JOD
INR/USD,2021-08-19,0.013464,0.013464,0.013429,0.013464,USD
GBP/MAD,2021-08-19,11.926476,11.926476,11.926476,11.975433,MAD
JPY/CHF,2021-08-19,0.835261,0.837002,0.8336,0.835331,CHF
GBP/ETB,2021-08-19,61.925655,61.925655,61.925655,62.199219,ETB
JPY/CZK,2021-08-19,0.196841,0.199481,0.196676,0.196867,CZK
EUR/NZD,2021-08-19,1.70262,1.71589,1.7014,1.70237,NZD
EUR/BRL,2021-08-19,6.2924,6.3757,6.2663,6.2946,BRL
JPY/MYR,2021-08-19,0.038582,0.038628,0.03845,0.038641,MYR
EUR/SZL,2021-08-19,17.552401,17.552401,17.552401,17.301201,SZL
GBP/CZK,2021-08-19,29.7176,29.942699,29.7176,29.7197,CZK
USD/XPF,2021-08-19,100.800003,100.800003,100.800003,100.599998,XPF
GBP/MWK,2021-08-19,1107.540894,1107.540894,1107.540894,1112.867432,MWK
USD/NZD,2021-08-19,1.45484,1.46841,1.45452,1.45465,NZD
GBP/TRY,2021-08-19,11.61738,11.694574,11.600282,11.617495,TRY
USD/QAR,2021-08-19,3.64,3.64,3.6395,3.64,QAR
GBP/UGX,2021-08-19,4785.17334,4785.17334,4785.17334,4802.531738,UGX
GBP/MVR,2021-08-19,21.149298,21.188713,21.149298,21.156588,MVR
EUR/SCR,2021-08-19,14.181,14.435,14.116,14.191,SCR
GBP/NGN,2021-08-19,566.082397,566.28009,562.24292,566.082397,NGN
USD/ZMW,2021-08-19,17.676167,17.676167,17.676167,18.932161,ZMW
JPY/CAD,2021-08-19,0.011525,0.011681,0.01151,0.011523,CAD
GBP/SCR,2021-08-19,16.66226,16.913506,16.593296,16.665491,SCR
EUR/HNL,2021-08-19,27.280001,27.280001,27.280001,27.313,HNL
EUR/RON,2021-08-19,4.9216,4.9321,4.9186,4.9228,USD
EUR/KYD,2021-08-19,0.9544,0.9544,0.9544,0.9561,KYD
GBP/HKD,2021-08-19,10.70283,10.7089,10.63704,10.70249,HKD
USD/PGK,2021-08-19,3.442321,3.442321,3.442321,3.48811,PGK
JPY/THB,2021-08-19,0.302824,0.304721,0.302594,0.302769,THB
GBP/PEN,2021-08-19,5.620274,5.622237,5.588662,5.620274,PEN
GBP/PKR,2021-08-19,227.279663,227.279663,227.06694,225.245636,PKR
GBP/PLN,2021-08-19,5.34902,5.36986,5.34875,5.34891,PLN
AUD/PLN,2021-08-19,2.81451,2.82281,2.80073,2.81422,PLN
EUR/BGN,2021-08-19,1.9483,1.9487,1.9458,1.9484,BGN
CHF/USD,2021-08-19,1.090037,1.093494,1.086378,1.089847,USD
EUR/JPY,2021-08-19,128.561996,128.701004,127.942001,128.542999,JPY
USD/PKR,2021-08-19,162.875946,162.875946,162.875946,162.933914,PKR
USD/SLL,2021-08-19,10150.0,10150.0,10150.0,10158.0,SLL
USD/UZS,2021-08-19,10610.435547,10610.435547,10610.435547,10622.337891,UZS
AUD/IDR,2021-08-19,10460.72168,10460.72168,10333.867188,10442.391602,IDR
USD/JPY,2021-08-19,109.851997,110.209999,109.492996,109.842003,JPY
EUR/BAM,2021-08-19,1.94583,1.94583,1.94583,1.94583,BAM
EUR/MKD,2021-08-19,60.615002,60.615002,60.615002,61.165001,MKD
EUR/USD,2021-08-19,1.170385,1.170686,1.166875,1.17033,USD
USD/TWD,2021-08-19,27.843901,28.0529,27.843,27.842199,TWD
USD/RON,2021-08-19,4.2028,4.2186,4.2026,4.2029,RON
GBP/PAB,2021-08-19,1.339279,1.339279,1.339279,1.346165,PAB
CHF/CAD,2021-08-19,1.3797,1.39616,1.37886,1.37989,CAD
USD/TTD,2021-08-19,6.66356,6.66356,6.66356,6.665984,TTD
GBP/GTQ,2021-08-19,10.644,10.647717,10.570903,10.644,GTQ
AUD/BRL,2021-08-19,3.887965,3.905985,3.837528,3.889625,BRL
GBP/MUR,2021-08-19,57.058308,57.758766,56.641541,57.48312,MUR
USD/ILS,2021-08-19,3.23194,3.25187,3.23115,3.23194,ILS
EUR/SEK,2021-08-19,10.22377,10.28883,10.20891,10.22351,SEK
USD/MXN,2021-08-19,20.0292,20.196621,20.0264,20.03904,MXN
EUR/FJD,2021-08-19,2.4535,2.4557,2.4391,2.4555,FJD
USD/SAR,2021-08-19,3.746148,3.7497,3.745776,3.746148,SAR
USD/MUR,2021-08-19,41.519447,42.200001,41.342873,41.799999,MUR
EUR/TRY,2021-08-19,9.89306,9.99822,9.8725,9.89282,TRY
USD/MAD,2021-08-19,8.711684,8.711684,8.711684,8.706622,MAD
EUR/ZAR,2021-08-19,17.442829,17.78233,17.41297,17.48287,ZAR
AUD/EUR,2021-08-19,0.61785,0.61835,0.61136,0.61781,EUR
AUD/FJD,2021-08-19,1.507602,1.512527,1.50455,1.517945,FJD
EUR/MXN,2021-08-19,23.452101,23.603399,23.427401,23.451,MXN
INR/CAD,2021-08-19,0.017048,0.017228,0.017044,0.017048,CAD
GBP/MXN,2021-08-19,27.539801,27.6094,27.485586,27.539772,MXN
USD/CLP,2021-08-19,787.210022,794.900024,786.390015,787.210022,CLP
USD/PHP,2021-08-19,50.274502,50.582001,50.259998,50.494999,PHP
GBP/USD,2021-08-19,1.374438,1.374967,1.365411,1.374382,USD
CHF/DKK,2021-08-19,6.9243,6.9519,6.9185,6.9246,DKK
GBP/HTG,2021-08-19,133.995712,134.135849,133.24205,133.995712,HTG
USD/NIO,2021-08-20,34.950001,35.0,34.700981,34.675411,NIO
USD/KZT,2021-08-20,425.502197,425.502197,425.502197,424.286469,KZT
GBP/TTD,2021-08-20,9.07402,9.07402,9.07402,9.122499,TTD
GBP/UAH,2021-08-20,35.955448,35.955448,35.955448,36.126331,UAH
USD/MGA,2021-08-20,3770.0,3876.307617,3770.0,3865.914795,MGA
GBP/XOF,2021-08-20,765.009033,765.009033,765.009033,767.730957,XOF
GBP/PYG,2021-08-20,9299.97168,9299.97168,9299.97168,9333.052734,PYG
JPY/EUR,2021-08-20,0.007801,0.007815,0.007787,0.007799,EUR
AUD/HKD,2021-08-20,5.566747,5.573596,5.53578,5.56631,HKD
USD/AED,2021-08-20,3.6722,3.6729,3.672,3.6722,AED
USD/COP,2021-08-20,3868.649902,3885.25,3829.21875,3868.649902,COP
GBP/AED,2021-08-20,5.006886,5.009037,4.996048,5.007193,AED
USD/ARS,2021-08-20,97.277428,97.334877,97.183907,97.276299,ARS
GBP/IQD,2021-08-20,1952.499512,1952.499512,1952.499512,1961.599487,IQD
EUR/SCR,2021-08-20,16.275,16.284,14.074,14.275,SCR
EUR/TWD,2021-08-20,31.7512,31.7512,31.7512,31.723,TWD
USD/UAH,2021-08-20,26.405155,26.405155,26.405155,26.388449,UAH
USD/JMD,2021-08-20,152.417618,152.417618,152.417618,152.688065,JMD
GBP/MVR,2021-08-20,21.149298,21.188713,21.149298,21.156588,MVR
CHF/CZK,2021-08-20,23.629801,23.8545,23.628401,23.632999,CZK
INR/CHF,2021-08-20,0.012354,0.012354,0.0123,0.012354,CHF
EUR/SGD,2021-08-20,1.59359,1.59454,1.5896,1.5928,SGD
INR/HKD,2021-08-20,0.104719,0.104805,0.104573,0.104707,HKD
GBP/CNY,2021-08-20,8.844177,8.852698,8.793894,8.844177,CNY
JPY/USD,2021-08-20,0.009109,0.009126,0.0091,0.00911,USD
USD/SEK,2021-08-20,8.8046,8.85277,8.78797,8.80096,SEK
EUR/HUF,2021-08-20,350.434998,351.229004,349.845001,350.420013,HUF
USD/MUR,2021-08-20,41.618328,42.650002,41.114483,41.900002,MUR
JPY/CAD,2021-08-20,0.011685,0.011809,0.01166,0.011684,CAD
AUD/NOK,2021-08-20,6.4603,6.479,6.440857,6.459233,NOK
CHF/NOK,2021-08-20,9.83644,9.92937,9.83514,9.8399,NOK
USD/QAR,2021-08-20,3.6395,3.64,3.6395,3.6395,QAR
USD/NZD,2021-08-20,1.46604,1.46903,1.46126,1.46621,NZD
USD/XPF,2021-08-20,101.75,102.199997,101.75,100.800003,XPF
EUR/KZT,2021-08-20,496.809998,496.809998,496.809998,496.290009,KZT
EUR/TND,2021-08-20,3.2652,3.2652,3.2652,3.2541,TND
USD/UYU,2021-08-20,42.649078,42.649078,42.649078,42.691959,UYU
