slug,date,open,high,low,close,currency
JPY/EUR,2021-08-13,0.007716,0.007729,0.007707,0.007714,EUR
GBP/CNY,2021-08-13,8.937096,8.965408,8.883241,8.937096,CNY
GBP/BHD,2021-08-13,0.517057,0.519029,0.516582,0.517078,BHD
GBP/RON,2021-08-13,5.769946,5.777106,5.76346,5.770521,USD
EUR/HNL,2021-08-13,27.365,27.398001,27.365,27.365,HNL
GBP/PYG,2021-08-13,9392.8125,9400.672852,9392.8125,9418.525391,PYG
AUD/DKK,2021-08-13,4.6509,4.6537,4.6424,4.6516,DKK
CHF/USD,2021-08-13,1.083318,1.091941,1.082419,1.083353,USD
EUR/PGK,2021-08-13,4.0934,4.0981,4.0934,4.0934,PGK
GBP/MXN,2021-08-13,27.555061,27.57448,27.422825,27.555061,MXN
AUD/CHF,2021-08-13,0.677574,0.678132,0.6748,0.677662,CHF
USD/BRL,2021-08-13,5.2523,5.2777,5.223206,5.2522,BRL
USD/DJF,2021-08-13,174.173843,174.173843,174.16687,177.720001,DJF
GBP/PLN,2021-08-13,5.37962,5.38617,5.36021,5.38159,PLN
AUD/CAD,2021-08-13,0.91881,0.9231,0.9179,0.919086,CAD
GBP/EUR,2021-08-13,1.17675,1.17693,1.1737,1.17677,EUR
AUD/FJD,2021-08-13,1.527624,1.527624,1.527624,1.527478,FJD
USD/RON,2021-08-13,4.1755,4.1827,4.1573,4.1755,RON
GBP/FJD,2021-08-13,2.87492,2.87492,2.87492,2.875059,FJD
USD/MKD,2021-08-13,51.646793,51.646793,51.583721,52.137184,MKD
EUR/KRW,2021-08-13,1363.140015,1372.48999,1363.140015,1362.930054,KRW
GBP/PEN,2021-08-13,5.655218,5.660896,5.636271,5.655177,PEN
EUR/KZT,2021-08-13,496.109985,496.679993,496.109985,496.109985,KZT
GBP/BIF,2021-08-13,2705.487061,2705.487061,2704.091064,2713.005371,BIF
USD/KRW,2021-08-13,1162.130005,1170.449951,1160.780029,1162.060059,KRW
GBP/RUB,2021-08-13,101.537231,101.686409,101.244293,101.563515,RUB
USD/THB,2021-08-13,33.080002,33.369999,33.060001,33.07,THB
CHF/HUF,2021-08-13,325.459717,326.580414,325.137665,325.452667,HUF
GBP/HUF,2021-08-13,414.920013,415.200012,413.890015,414.880005,HUF
GBP/IDR,2021-08-13,19855.667969,19924.447266,19731.417969,19806.505859,IDR
USD/MAD,2021-08-13,8.696156,8.696156,8.694387,8.694934,MAD
JPY/NOK,2021-08-13,0.080116,0.080159,0.079705,0.07995,NOK
AUD/CZK,2021-08-13,15.78,15.8841,15.769,15.783,CZK
GBP/OMR,2021-08-13,0.529878,0.531776,0.529361,0.529964,OMR
GBP/GTQ,2021-08-13,10.693583,10.734315,10.681697,10.693505,GTQ
CHF/CZK,2021-08-13,23.289101,23.4995,23.2773,23.2934,CZK
USD/TWD,2021-08-13,27.7983,27.855,27.789801,27.796499,TWD
GBP/IQD,2021-08-13,1979.489746,1980.569214,1979.489746,1984.908569,IQD
EUR/JPY,2021-08-13,129.576996,129.690002,129.369995,129.559006,JPY
USD/CAD,2021-08-13,1.25188,1.25317,1.25028,1.252,CAD
CHF/AUD,2021-08-13,1.475644,1.480648,1.473405,1.475557,AUD
GBP/NZD,2021-08-13,1.97177,1.97353,1.9664,1.97146,NZD
EUR/TRY,2021-08-13,10.04681,10.08054,10.00963,10.04673,TRY
USD/PHP,2021-08-13,50.582001,50.602001,50.253353,50.587002,PHP
USD/HNL,2021-08-13,23.315655,23.315859,23.315655,23.312475,HNL
CHF/INR,2021-08-13,80.426056,80.996803,80.323608,80.435295,INR
EUR/BRL,2021-08-13,6.1615,6.2179,6.1478,6.1618,BRL
USD/ZMW,2021-08-13,19.260687,19.260687,19.259199,19.257732,ZMW
INR/HKD,2021-08-13,0.104704,0.104835,0.104689,0.104703,HKD
USD/MXN,2021-08-13,19.95138,19.975389,19.8256,19.95138,MXN
USD/PLN,2021-08-13,3.89531,3.89857,3.865,3.89545,PLN
JPY/PLN,2021-08-13,0.035279,0.035348,0.035202,0.035295,PLN
USD/INR,2021-08-13,74.260101,74.3153,74.110497,74.260101,INR
USD/PEN,2021-08-13,4.027368,4.027368,4.015641,4.026716,PEN
AUD/GBP,2021-08-13,0.53142,0.53258,0.5309,0.5315,GBP
EUR/SEK,2021-08-13,10.1926,10.20632,10.1812,10.19168,SEK
USD/EGP,2021-08-13,15.677787,15.684938,15.6604,15.6689,EGP
GBP/SZL,2021-08-13,20.050598,20.236694,20.050598,20.106554,SZL
EUR/FJD,2021-08-13,2.4432,2.4561,2.4429,2.4433,FJD
CHF/MYR,2021-08-13,4.582753,4.606365,4.582702,4.581587,MYR
EUR/KES,2021-08-13,126.651703,126.796898,126.651703,126.651703,KES
EUR/CRC,2021-08-13,716.969971,716.969971,716.23999,716.969971,CRC
EUR/COP,2021-08-13,4576.399902,4576.399902,4483.899902,4576.399902,COP
EUR/ETB,2021-08-13,52.6334,52.723099,52.6334,52.6334,ETB
GBP/MYR,2021-08-13,5.84303,5.859524,5.841742,5.842667,MYR
USD/CNY,2021-08-13,6.4784,6.4822,6.4666,6.4783,CNY
GBP/MUR,2021-08-13,57.868931,57.886944,56.792606,57.868931,MUR
USD/TRY,2021-08-13,8.5645,8.5785,8.5174,8.56119,TRY
USD/CHF,2021-08-13,0.92309,0.923857,0.9158,0.92306,CHF
GBP/TWD,2021-08-13,38.394646,38.558826,38.363342,38.390305,TWD
CHF/CNY,2021-08-13,7.009,7.062449,6.966842,7.00863,CNY
GBP/PGK,2021-08-13,4.816756,4.816756,4.814525,4.83054,PGK
EUR/GHS,2021-08-13,7.0398,7.0398,7.0184,7.0398,USD
USD/UAH,2021-08-13,26.501034,26.501034,26.430115,26.49934,UAH
USD/DKK,2021-08-13,6.3367,6.3396,6.30157,6.33663,DKK
JPY/RUB,2021-08-13,0.665938,0.666999,0.664681,0.666091,RUB
JPY/INR,2021-08-13,0.672392,0.675917,0.671905,0.672589,INR
GBP/CLP,2021-08-13,1070.037598,1075.276001,1066.005981,1070.029785,CLP
GBP/PHP,2021-08-13,69.497528,69.924248,69.307991,69.512154,PHP
GBP/LBP,2021-08-13,2041.138184,2041.138184,2039.907715,2046.725708,LBP
EUR/CNY,2021-08-13,7.5926,7.6314,7.5492,7.5926,CNY
EUR/MKD,2021-08-13,60.615002,60.615002,60.615002,61.165001,MKD
JPY/ILS,2021-08-13,0.02917,0.029289,0.029127,0.029174,ILS
EUR/GBP,2021-08-13,0.84966,0.8518,0.8494,0.84968,GBP
GBP/ISK,2021-08-13,173.755112,173.796539,173.346848,173.755569,ISK
GBP/KES,2021-08-13,149.033554,149.033554,148.958145,149.449463,KES
CHF/SZL,2021-08-13,15.724661,15.906707,15.724661,15.741512,SZL
CHF/ZAR,2021-08-13,15.971921,16.12324,15.9678,15.971893,ZAR
EUR/PHP,2021-08-13,59.058998,59.536999,58.994999,59.061001,PHP
GBP/BZD,2021-08-13,2.724695,2.724695,2.723369,2.732331,BZD
INR/MYR,2021-08-13,0.056968,0.057029,0.056965,0.056968,MYR
GBP/JPY,2021-08-13,152.5,152.537994,152.070007,152.462006,JPY
CHF/EUR,2021-08-13,0.922986,0.92564,0.922034,0.922943,EUR
GBP/BSD,2021-08-13,1.372761,1.372761,1.371894,1.376519,BSD
EUR/MYR,2021-08-13,4.8876,4.8986,4.8876,4.8876,MYR
GBP/CAD,2021-08-13,1.72879,1.73421,1.7261,1.7291,CAD
CHF/PLN,2021-08-13,4.21927,4.23478,4.21404,4.22106,PLN
USD/SOS,2021-08-13,571.0,571.0,571.0,571.0,SOS
USD/BND,2021-08-13,1.335963,1.336675,1.335963,1.335793,BND
JPY/HKD,2021-08-13,0.070476,0.07092,0.070454,0.070487,HKD
USD/MMK,2021-08-13,1627.121826,1627.121826,1626.997803,1626.858521,MMK
USD/PKR,2021-08-13,163.04567,163.060394,163.04567,163.022064,PKR
USD/XPF,2021-08-13,100.800003,100.800003,100.800003,100.599998,XPF
EUR/MMK,2021-08-13,1909.663452,1911.852539,1909.663452,1909.663452,MMK
GBP/BRL,2021-08-13,7.253706,7.305011,7.230658,7.253761,BRL
INR/PKR,2021-08-13,2.202503,2.202503,2.199898,2.177957,PKR
GBP/ARS,2021-08-13,133.952637,134.606537,133.756912,133.956802,ARS
USD/ETB,2021-08-13,44.844952,44.867668,44.844952,44.840176,ETB
EUR/RUB,2021-08-13,86.316704,86.447701,86.142998,86.338303,RUB
EUR/BMD,2021-08-13,1.1706,1.1719,1.1706,1.1706,BMD
GBP/AUD,2021-08-13,1.88141,1.88274,1.8775,1.88121,AUD
CHF/BWP,2021-08-13,11.885569,11.959392,11.885569,11.898471,BWP
USD/SZL,2021-08-13,14.518112,14.660789,14.518112,14.516009,SZL
CHF/SGD,2021-08-13,1.47075,1.479812,1.469815,1.470769,SGD
USD/RUB,2021-08-13,73.5215,73.616997,73.145599,73.538399,RUB
EUR/HKD,2021-08-13,9.13188,9.1838,9.1282,9.13179,HKD
EUR/AUD,2021-08-13,1.59879,1.60124,1.5976,1.59862,AUD
AUD/SEK,2021-08-13,6.375017,6.380796,6.3646,6.375339,SEK
AUD/JPY,2021-08-13,81.043999,81.103996,80.870003,81.045998,JPY
INR/NZD,2021-08-13,0.019223,0.019245,0.019117,0.019221,NZD
GBP/CRC,2021-08-13,860.006836,861.444336,857.697021,860.00061,CRC
GBP/KRW,2021-08-13,1605.030029,1615.800415,1604.154053,1604.843994,KRW
USD/HUF,2021-08-13,300.440002,300.73999,298.619995,300.440002,HUF
USD/MDL,2021-08-13,17.382792,17.382792,17.326735,17.381384,MDL
INR/EUR,2021-08-13,0.011455,0.011464,0.011403,0.011454,EUR
GBP/SEK,2021-08-13,11.9946,12.0055,11.9608,11.9925,SEK
CHF/MXN,2021-08-13,21.612301,21.683044,21.550362,21.6124,MXN
GBP/TWD,2021-08-16,38.543011,38.62442,38.454121,38.557156,TWD
EUR/BRL,2021-08-16,6.1478,6.2249,6.1478,6.1836,BRL
GBP/CLP,2021-08-16,1075.83252,1091.402222,1073.853027,1075.607544,CLP
JPY/RUB,2021-08-16,0.667973,0.672667,0.667973,0.667251,RUB
EUR/MKD,2021-08-16,60.615002,61.165001,60.615002,60.615002,MKD
GBP/DKK,2021-08-16,8.7404,8.76236,8.7293,8.7406,DKK
CHF/MYR,2021-08-16,4.625767,4.636886,4.62393,4.625837,MYR
AUD/EUR,2021-08-16,0.62444,0.62445,0.62165,0.6245,EUR
EUR/NOK,2021-08-16,10.37865,10.42054,10.37525,10.37865,NOK
USD/CHF,2021-08-16,0.9152,0.91633,0.91093,0.9154,CHF
USD/EGP,2021-08-16,15.6653,15.715983,15.56926,15.668,EGP
INR/NZD,2021-08-16,0.019137,0.019211,0.019127,0.019136,NZD
USD/BWP,2021-08-16,10.981255,10.987565,10.981255,11.022654,BWP
USD/TTD,2021-08-16,6.64663,6.660272,6.64663,6.671631,TTD
EUR/CNY,2021-08-16,7.6287,7.6287,7.5746,7.6307,CNY
GBP/ISK,2021-08-16,173.532059,174.258774,173.385025,173.535736,ISK
EUR/CRC,2021-08-16,716.23999,717.960022,716.23999,716.23999,CRC
GBP/MUR,2021-08-16,57.431915,58.362389,56.983437,57.463772,MUR
JPY/THB,2021-08-16,0.30365,0.30594,0.30365,0.303604,THB
EUR/PKR,2021-08-16,191.608994,192.262894,191.608994,191.608994,PKR
AUD/USD,2021-08-16,0.736692,0.7369,0.732032,0.736572,USD
GBP/PLN,2021-08-16,5.36489,5.37935,5.35734,5.36497,PLN
GBP/VND,2021-08-16,31077.267578,31177.982422,31077.267578,31041.308594,VND
INR/GBP,2021-08-16,0.009718,0.009743,0.009706,0.009718,GBP
EUR/IDR,2021-08-16,16673.585938,16805.619141,16673.585938,16673.585938,IDR
GBP/PEN,2021-08-16,5.661672,5.662326,5.630128,5.660488,PEN
CHF/MXN,2021-08-16,21.6992,21.8281,21.691595,21.690552,MXN
USD/HKD,2021-08-16,7.7822,7.7859,7.78194,7.7822,HKD
JPY/BRL,2021-08-16,0.047916,0.048381,0.047866,0.047868,BRL
GBP/AED,2021-08-16,5.088795,5.092244,5.084251,5.092101,AED
USD/SGD,2021-08-16,1.3544,1.35662,1.3543,1.3545,SGD
AUD/HKD,2021-08-16,5.732608,5.732608,5.698842,5.730362,HKD
USD/ISK,2021-08-16,125.160004,125.730003,125.110001,125.18,ISK
USD/GBP,2021-08-16,0.72117,0.72308,0.72076,0.7213,GBP
CHF/BWP,2021-08-16,11.995666,12.02564,11.995666,11.959392,BWP
JPY/ILS,2021-08-16,0.029319,0.029569,0.029319,0.029317,ILS
GBP/HNL,2021-08-16,32.915024,32.958038,32.732746,32.908138,HNL
EUR/GBP,2021-08-16,0.85066,0.8515,0.8485,0.85063,GBP
EUR/ZAR,2021-08-16,17.30364,17.42053,17.30138,17.303011,ZAR
CHF/NZD,2021-08-16,1.55149,1.56291,1.55124,1.55159,NZD
USD/SAR,2021-08-16,3.75,3.7508,3.745811,3.75,SAR
USD/RUB,2021-08-16,73.206802,73.480003,73.187798,73.150101,RUB
EUR/PHP,2021-08-16,59.474998,59.794998,59.410999,59.474998,PHP
INR/TWD,2021-08-16,0.362108,0.363729,0.362108,0.363261,TWD
GBP/JPY,2021-08-16,151.949997,151.949997,150.953995,151.954529,JPY
GBP/BSD,2021-08-16,1.372111,1.377676,1.372111,1.371894,BSD
JPY/CNY,2021-08-16,0.058557,0.059271,0.058557,0.059006,CNY
GBP/NOK,2021-08-16,12.199556,12.2659,12.191905,12.2003,NOK
EUR/MYR,2021-08-16,4.8986,4.9124,4.8986,4.8986,MYR
GBP/CAD,2021-08-16,1.73548,1.74321,1.735292,1.735,CAD
GBP/ZMW,2021-08-16,26.588226,26.588226,26.274418,26.586508,USD
EUR/BGN,2021-08-16,1.9478,1.9487,1.9458,1.9478,BGN
GBP/JOD,2021-08-16,0.979067,0.979067,0.978539,0.978444,JOD
EUR/TWD,2021-08-16,31.704,31.7841,31.704,31.704,TWD
CHF/ILS,2021-08-16,3.510715,3.541155,3.507112,3.510715,ILS
USD/GTQ,2021-08-16,7.544742,7.575181,7.544742,7.573442,GTQ
USD/ZAR,2021-08-16,14.6697,14.7953,14.6605,14.6714,ZAR
USD/UZS,2021-08-16,10611.299805,10653.202148,10611.299805,10651.393555,UZS
USD/CZK,2021-08-16,21.517401,21.606899,21.412001,21.415001,CZK
AUD/PLN,2021-08-16,2.8503,2.8503,2.83689,2.85013,PLN
GBP/SEK,2021-08-16,11.9759,12.0189,11.9643,11.9742,SEK
INR/EUR,2021-08-16,0.011411,0.011443,0.011411,0.011411,EUR
EUR/MOP,2021-08-16,9.219,9.2465,9.219,9.219,MOP
INR/PKR,2021-08-16,2.202503,2.202503,2.199898,2.177957,PKR
GBP/TND,2021-08-16,3.843104,3.843104,3.840019,3.842697,TND
GBP/DJF,2021-08-16,240.445511,241.443207,240.445511,240.429962,DJF
GBP/PHP,2021-08-16,69.878105,70.390388,69.792656,69.95166,PHP
USD/XOF,2021-08-16,556.131409,556.768677,556.131409,558.223267,XOF
USD/MUR,2021-08-16,41.439999,42.099998,41.172203,41.439999,MUR
AUD/PKR,2021-08-16,120.922478,120.922478,120.685188,119.809341,PKR
CHF/SGD,2021-08-16,1.479928,1.48735,1.479058,1.47993,SGD
AUD/SEK,2021-08-16,6.362478,6.362478,6.3364,6.3585,SEK
EUR/HKD,2021-08-16,9.17954,9.1841,9.16062,9.1762,HKD
CHF/JPY,2021-08-16,119.721001,119.808998,119.327255,119.730003,JPY
EUR/ILS,2021-08-16,3.7875,3.8014,3.7812,3.7875,ILS
AUD/JPY,2021-08-16,80.728996,80.728996,79.905998,80.737999,JPY
EUR/MAD,2021-08-16,10.2166,10.2185,10.2166,10.2166,MAD
GBP/KRW,2021-08-16,1610.221069,1618.249756,1609.264282,1610.232178,KRW
CHF/AED,2021-08-16,4.011251,4.026094,4.008843,4.012663,AED
USD/GHS,2021-08-16,5.950015,5.993719,5.950015,5.9727,GHS
AUD/CAD,2021-08-16,0.92204,0.92283,0.9191,0.92192,CAD
USD/RON,2021-08-16,4.1594,4.1728,4.158,4.1594,RON
EUR/JPY,2021-08-16,129.272995,129.272995,128.490005,129.291,JPY
USD/TRY,2021-08-16,8.5124,8.52302,8.4547,8.5122,TRY
GBP/MVR,2021-08-16,21.149298,21.188713,21.149298,21.156588,MVR
GBP/KZT,2021-08-16,583.557068,585.95459,583.557068,583.488525,KZT
EUR/CLP,2021-08-16,896.302917,900.230774,896.302917,896.302917,CLP
CHF/AUD,2021-08-16,1.48286,1.497746,1.480385,1.48294,AUD
JPY/INR,2021-08-16,0.677269,0.679428,0.67705,0.67652,INR
AUD/NOK,2021-08-16,6.481451,6.488829,6.4624,6.4813,NOK
JPY/CAD,2021-08-16,0.011415,0.011525,0.011415,0.011414,CAD
CHF/INR,2021-08-16,80.998192,81.367973,80.877556,81.013199,INR
USD/NZD,2021-08-16,1.420253,1.42592,1.419648,1.42049,NZD
AUD/CZK,2021-08-16,15.8533,15.8546,15.719,15.771,CZK
CHF/CZK,2021-08-16,23.3939,23.6905,23.385099,23.3902,CZK
EUR/PGK,2021-08-16,4.0981,4.0981,4.0567,4.0981,PGK
GBP/ARS,2021-08-16,134.596146,134.754684,133.733887,134.616013,ARS
CHF/IDR,2021-08-16,15515.400391,15515.400391,15515.400391,15536.69043,IDR
GBP/TTD,2021-08-16,9.210985,9.230932,9.210985,9.210228,TTD
EUR/MGA,2021-08-16,4540.850098,4552.700195,4540.850098,4540.850098,USD
USD/KRW,2021-08-16,1161.380005,1167.5,1161.060059,1161.380005,KRW
USD/AUD,2021-08-16,1.35742,1.36606,1.357036,1.35764,AUD
USD/IDR,2021-08-16,14381.0,14391.0,14349.5,14381.0,IDR
GBP/ALL,2021-08-16,139.626144,139.912949,139.626144,139.610565,ALL
USD/CRC,2021-08-16,607.230042,609.396057,607.230042,609.524475,CRC
AUD/THB,2021-08-16,24.516649,24.543716,24.422014,24.516418,THB
EUR/MWK,2021-08-16,951.106995,953.757019,951.106995,951.106995,MWK
USD/MGA,2021-08-16,3849.776611,3864.278809,3849.776611,3864.290039,MGA
AUD/MXN,2021-08-16,14.632,14.634115,14.527333,14.6333,MXN
GBP/RON,2021-08-16,5.771845,5.787021,5.764452,5.770877,USD
GBP/RUB,2021-08-16,101.505524,101.897003,101.37355,101.414955,RUB
USD/TWD,2021-08-16,27.808001,27.861,27.716,27.808001,TWD
USD/AED,2021-08-16,3.67263,3.67264,3.67209,3.67263,AED
EUR/NZD,2021-08-16,1.67526,1.67885,1.674,1.6746,NZD
GBP/EGP,2021-08-16,21.735043,21.78964,21.575626,21.736319,EGP
USD/UAH,2021-08-16,26.330849,26.409796,26.330849,26.430115,UAH
USD/MZN,2021-08-16,63.049999,63.049999,63.049999,63.040001,MZN
GBP/PYG,2021-08-16,9401.05957,9447.271484,9401.05957,9400.672852,PYG
CHF/SZL,2021-08-16,15.955101,15.955409,15.955101,15.906707,SZL
GBP/BGN,2021-08-16,2.288474,2.295708,2.288278,2.29091,BGN
GBP/CRC,2021-08-16,861.562378,862.155273,856.783875,861.382202,CRC
USD/MYR,2021-08-16,4.235,4.2425,4.2323,4.235,MYR
GBP/USD,2021-08-16,1.386636,1.387424,1.382973,1.386386,USD
GBP/XPF,2021-08-16,139.759186,139.759186,139.759186,139.759186,XPF
GBP/NZD,2021-08-16,1.96915,1.97497,1.9676,1.9688,NZD
CHF/HUF,2021-08-16,326.209991,327.440002,325.68454,326.267212,HUF
USD/CAD,2021-08-16,1.2514,1.2583,1.2514,1.2516,CAD
EUR/MMK,2021-08-16,1911.852539,1917.218506,1911.852539,1911.852539,MMK
AUD/TWD,2021-08-16,19.769468,19.800484,19.769468,19.8137,TWD
JPY/NOK,2021-08-16,0.080121,0.080903,0.080121,0.080112,NOK
CHF/USD,2021-08-16,1.092657,1.097779,1.09131,1.092419,USD
GBP/LKR,2021-08-16,271.61969,272.381073,271.61969,271.587769,LKR
CHF/SEK,2021-08-16,9.4339,9.4976,9.4215,9.4225,SEK
INR/CHF,2021-08-16,0.01232,0.012352,0.012278,0.01233,CHF
EUR/MXN,2021-08-16,23.430201,23.482201,23.3729,23.4331,MXN
USD/MWK,2021-08-16,806.357727,809.537842,806.357727,809.397644,MWK
GBP/JMD,2021-08-16,211.148453,212.200394,211.148453,211.129837,JMD
GBP/UAH,2021-08-16,36.489723,36.601223,36.489723,36.485653,UAH
CHF/TRY,2021-08-16,9.29869,9.309027,9.24825,9.294327,TRY
AUD/MYR,2021-08-16,3.117489,3.120861,3.105046,3.120464,MYR
USD/NIO,2021-08-16,34.553329,34.68998,34.553329,34.683598,NIO
AUD/DKK,2021-08-16,4.6437,4.6437,4.6219,4.6435,DKK
EUR/TRY,2021-08-16,10.04119,10.05161,9.95694,10.03462,TRY
USD/LKR,2021-08-16,196.000259,196.527527,196.000259,196.737503,LKR
GBP/SCR,2021-08-16,17.323927,17.323927,17.117746,17.342365,SCR
GBP/GTQ,2021-08-16,10.735787,10.747729,10.675971,10.733541,GTQ
USD/THB,2021-08-16,33.310001,33.470001,33.298,33.310001,THB
GBP/BMD,2021-08-16,1.389831,1.391145,1.386253,1.389541,BMD
JPY/USD,2021-08-16,0.009125,0.009165,0.009125,0.009122,USD
AUD/ARS,2021-08-16,71.511299,71.518448,70.837624,71.507057,ARS
USD/VND,2021-08-16,22830.0,22842.0,22495.4375,22830.0,VND
EUR/OMR,2021-08-16,0.45255,0.45255,0.45111,0.45255,OMR
USD/KZT,2021-08-16,421.093689,422.798462,421.093689,422.677612,KZT
AUD/SGD,2021-08-16,0.99799,0.99799,0.9921,0.9975,SGD
AUD/CHF,2021-08-16,0.67421,0.67421,0.667,0.67418,CHF
USD/ILS,2021-08-16,3.21406,3.2268,3.21098,3.21406,ILS
USD/PLN,2021-08-16,3.86943,3.87985,3.865,3.86994,PLN
GBP/MXN,2021-08-16,27.5406,27.620178,27.455498,27.545,MXN
EUR/CZK,2021-08-16,25.3885,25.437599,25.260201,25.3801,CZK
GBP/DZD,2021-08-16,186.823471,187.009872,185.33725,187.022339,DZD
JPY/IDR,2021-08-16,129.815598,129.815598,129.815598,129.707001,IDR
GBP/MYR,2021-08-16,5.870163,5.878977,5.865525,5.872035,MYR
USD/BDT,2021-08-16,82.823708,83.341423,82.823708,83.138763,BDT
GBP/THB,2021-08-16,46.153458,46.388714,46.147785,46.149796,THB
AUD/HUF,2021-08-16,219.970001,219.970001,218.529999,219.949997,HUF
INR/THB,2021-08-16,0.448398,0.451096,0.448398,0.448398,THB
JPY/CZK,2021-08-16,0.195391,0.197933,0.195391,0.195338,CZK
JPY/EUR,2021-08-16,0.007733,0.007779,0.007733,0.007731,EUR
GBP/MAD,2021-08-16,12.00336,12.020351,12.00336,12.002232,MAD
GBP/ETB,2021-08-16,61.944824,62.234562,61.944824,61.937912,ETB
EUR/NIO,2021-08-16,40.756001,40.869999,40.756001,40.756001,NIO
EUR/SGD,2021-08-16,1.5981,1.60011,1.5954,1.5972,SGD
EUR/DKK,2021-08-16,7.43594,7.437,7.4354,7.43585,DKK
GBP/IQD,2021-08-16,1980.778564,1986.824341,1980.778564,1980.569214,IQD
GBP/INR,2021-08-16,102.905235,102.936905,102.622437,102.905235,INR
GBP/MWK,2021-08-16,1117.437622,1121.994507,1117.437622,1117.339111,MWK
GBP/TRY,2021-08-16,11.802889,11.807429,11.720027,11.79544,TRY
EUR/HNL,2021-08-16,27.398001,27.481001,27.398001,27.398001,HNL
USD/NGN,2021-08-16,411.0,411.25,409.380005,411.0,NGN
EUR/THB,2021-08-16,39.258999,39.415001,39.258999,39.258999,THB
GBP/HKD,2021-08-16,10.78992,10.8004,10.76637,10.7877,HKD
CHF/ZAR,2021-08-16,16.024115,16.220158,16.023668,16.0256,ZAR
GBP/BWP,2021-08-16,15.218004,15.228426,15.218004,15.216842,BWP
AUD/BRL,2021-08-16,3.83357,3.875521,3.833382,3.86242,BRL
AUD/ZAR,2021-08-16,10.806096,10.855186,10.7829,10.805401,ZAR
EUR/SCR,2021-08-16,14.745,14.899,14.569,14.745,SCR
GBP/BHD,2021-08-16,0.519346,0.519375,0.517842,0.519389,BHD
CHF/CNY,2021-08-16,7.004394,7.098326,7.004394,7.065339,CNY
EUR/GHS,2021-08-16,7.0184,7.0615,7.0184,7.0184,USD
EUR/KRW,2021-08-16,1369.280029,1374.959961,1369.280029,1369.410034,KRW
EUR/BSD,2021-08-16,1.1679,1.1711,1.1679,1.1679,BSD
USD/IQD,2021-08-16,1429.342896,1433.5271,1429.342896,1434.71936,IQD
CHF/THB,2021-08-16,36.352608,36.636166,36.332424,36.362709,THB
GBP/OMR,2021-08-16,0.53168,0.532077,0.530904,0.532268,OMR
INR/CNY,2021-08-16,0.086382,0.087286,0.086382,0.087133,CNY
USD/HNL,2021-08-16,23.228291,23.325554,23.228291,23.315859,HNL
GBP/EUR,2021-08-16,1.17534,1.17824,1.1741,1.1751,EUR
USD/BRL,2021-08-16,5.2475,5.2901,5.2241,5.2475,BRL
EUR/FJD,2021-08-16,2.4553,2.4553,2.4333,2.4553,FJD
USD/MKD,2021-08-16,51.389114,51.876511,51.389114,51.583721,MKD
GBP/KES,2021-08-16,148.973907,149.789841,148.973907,148.958145,KES
CHF/GBP,2021-08-16,0.78781,0.79257,0.78771,0.78782,GBP
USD/ARS,2021-08-16,97.078201,97.1185,96.50145,97.091797,ARS
EUR/SZL,2021-08-16,17.2276,17.2276,17.1752,17.2276,SZL
USD/EUR,2021-08-16,0.84772,0.84976,0.8472,0.84784,EUR
EUR/TND,2021-08-16,3.271,3.271,3.2644,3.271,TND
GBP/PKR,2021-08-16,227.279663,227.279663,227.06694,225.245636,PKR
AUD/IDR,2021-08-16,10596.314453,10596.314453,10525.492188,10586.063477,IDR
GBP/XAF,2021-08-16,770.689575,771.664185,770.689575,770.630676,XAF
EUR/INR,2021-08-16,86.260803,87.443001,86.260803,87.492996,INR
USD/UYU,2021-08-16,42.96384,42.96384,42.850231,43.127277,UYU
USD/SEK,2021-08-16,8.6344,8.66695,8.63087,8.6345,SEK
GBP/IDR,2021-08-16,19930.980469,19952.859375,19876.996094,19939.962891,IDR
INR/HKD,2021-08-16,0.104844,0.105015,0.104766,0.104806,HKD
INR/MYR,2021-08-16,0.057062,0.057223,0.057044,0.057062,MYR
EUR/SVC,2021-08-16,10.04,10.069,10.04,10.04,SVC
GBP/FJD,2021-08-16,2.884681,2.884681,2.862208,2.87492,FJD
EUR/AUD,2021-08-16,1.60115,1.60852,1.6008,1.601262,AUD
JPY/TWD,2021-08-16,0.245472,0.246733,0.245472,0.244682,TWD
GBP/BDT,2021-08-16,114.781677,115.508644,114.781677,114.769539,BDT
USD/TND,2021-08-16,2.785,2.785,2.774,2.774,TND
USD/BGN,2021-08-16,1.651683,1.654762,1.64815,1.651683,BGN
AUD/KRW,2021-08-16,855.512817,856.765015,852.645569,855.411987,KRW
USD/MDL,2021-08-16,17.261806,17.295252,17.261806,17.326735,MDL
GBP/HUF,2021-08-16,414.019989,414.690002,412.720001,414.029999,HUF
GBP/SZL,2021-08-16,20.240856,20.240856,20.204809,20.236694,SZL
EUR/BAM,2021-08-16,1.94583,1.94583,1.94583,1.94583,BAM
EUR/PEN,2021-08-16,4.7187,4.7245,4.7187,4.7187,PEN
EUR/KZT,2021-08-16,496.679993,498.119995,496.679993,496.679993,KZT
USD/PGK,2021-08-16,3.474409,3.474409,3.44328,3.487507,PGK
USD/BYN,2021-08-16,2.480967,2.486525,2.480967,2.490299,BYN
USD/PHP,2021-08-16,50.542,50.771999,50.41,50.542,PHP
INR/CAD,2021-08-16,0.016863,0.016958,0.016862,0.016862,CAD
GBP/ZAR,2021-08-16,20.339251,20.49572,20.33667,20.339399,ZAR
